زمان ایجاد,متن مطلب,نام کاربری منبع,مشاهده مطلب,آدرس مطلب,زمان ایجاد میلادی
1404-10-15 19:44:18,میگویند از عادتهای عربها در دوران جاهلیت این بود که وقتی تعداد اسبهایشان زیاد میشد و در تشخیصشان دچار سردرگمی میشدند و دیگر نمیتوانستند اسب اصیل را از دورگه تشخیص دهند، همه اسبها را در یکجا جمع میکردند.مدتی به آنها آب و غذا نمیدادند و سخت میزدندشان. سپس آب و غذا را پیششان میآوردند. در این هنگام اسبها به دو گروه تقسیم میشدند: گروهی که از شدت گرسنگی بهسوی آب و غذا میدویدند، بیتفاوت به آنچه بر سرشان آمده بود؛ و گروهی که از غذا خوردن از دستی که آنها را زده و تحقیر کرده بود، سر باز میزدند.به این روش، اسبهای اصیل را از اسبهای دورگه تشخیص میدادند!چیزی که ما را به تفکر وا میدارد این است که چه بسیارند دورگهها در جامعه ما؛ چه در اسبها و چه در اسبسواران. اما چگونه میتوان سیاستمدار دورگه را از اصیل بازشناخت و شهروند برده را از شهروند آزاد؟اگه تا الان برده بودی، از الان دیگه نباش!,choonkehghashange,167,https://telegram.me/choonkehghashange/13592,2026-01-05 16:14:18
1404-10-15 19:41:19,۱۲روز اسرائیل تمام مراکز و ساختمانهای مهم رو زد، نهایت کار بسیج ، گشت ایست بازرسی بود!!توی ملکشاهی مردم یه ساختمون بسیج رو گرفتن ، گرفتنشون به رگبار...خو بیناموسا ، مگه چی توی اون ساختمون داشتین ؟؟,choonkehghashange,148,https://telegram.me/choonkehghashange/13591,2026-01-05 16:11:19
1404-10-15 19:40:16,به بیمارستان ایلام حمله کردند چون تیرهای دوشکا در بدن مجروحان مانده؛ تیرها را میخواهند که کسی نفهمد دوباره نیزار ماهشهری را ساختهاند!!!!!!!!,choonkehghashange,149,https://telegram.me/choonkehghashange/13590,2026-01-05 16:10:16
1404-10-15 18:40:24,پیامک کالابرگ اومدههرچی پیرمرد پیرزنه ریخته تو هایپرمارکت ها ،اینا درحالیست که این باج دهی تازه از شنبه فعال میشه !به جاش ارز روغن و گوشت و مرغ و ... به نرخ آزاد حساب میشه ها و کلفت پس گرفته میشه!ولی کلا این نسل فسیل ۵۷ ای ،ول نکن ترین ول نکن ها هستن!,choonkehghashange,229,https://telegram.me/choonkehghashange/13589,2026-01-05 15:10:24
1404-10-15 18:34:01,اینقدر که جمهوری اسلامی این چند روز از مردم معترض کشته، توی جنگ ۱۲ روزه از اسرائیل نکشت. پفیوزا فقط زورشون به مردم بیسلاح خودی میرسه!,choonkehghashange,209,https://telegram.me/choonkehghashange/13588,2026-01-05 15:04:01
1404-10-15 18:31:56,چطور حمله به بیمارستان اونورِ دنیا شد جنایت علیه بشریت ولی تو ایلام شد برخورد با اراذل؟ این حجم از وقاحت رو چطوری تو وجودتون جا دادید؟,choonkehghashange,185,https://telegram.me/choonkehghashange/13587,2026-01-05 15:01:56
1404-10-15 17:57:22,اعتراضات مردم تهران دربازار آهنگرانظهیرالسلامسپهسالارمولویچراغ برق و...امشب پانزدهم دیماه,choonkehghashange,182,https://telegram.me/choonkehghashange/13586,2026-01-05 14:27:22
1404-10-15 17:47:37,الحدث: ایران برای خاموشی اعتراضات، یارانه ۷ دلاری را برای شهروندان بصورت موقتا تصویب کرد!بخاطر این بیشرفای دوزاری پنجاه سالِ شدیم مسخره عام و خاص!,choonkehghashange,164,https://telegram.me/choonkehghashange/13585,2026-01-05 14:17:37
1404-10-15 17:37:54,,choonkehghashange,94,https://telegram.me/choonkehghashange/13584,2026-01-05 14:07:54
1404-10-15 17:12:10,فقط برای ۱۲ دقیقه فرض کنید بیمارستان خمینی ایلام، یکی از بیمارستانهای غزه و مردم ملکشاهی نیر اهالی فلسطین هستند! زیاده عرضی نیست!,choonkehghashange,114,https://telegram.me/choonkehghashange/13583,2026-01-05 13:42:10
1404-10-15 16:56:14,,choonkehghashange,142,https://telegram.me/choonkehghashange/13581,2026-01-05 13:26:14
1404-10-15 16:56:14,هرموقع اعتراضاتی شکل میگیره خبر فرار مقامات رژیم رو پخش میکنن تا اعتراضاتو به حاشیه بکشن!❤️آهای ملت فریب نخوریم❤️تا پیروزی نهایی دست از مبارزه نمیکشیم!,choonkehghashange,142,https://telegram.me/choonkehghashange/13582,2026-01-05 13:26:14
1404-10-15 16:41:12,به دنبال خشم شدید مردم از جنایت شب گذشته، تجهیزات داخلی بانک سپه ایلام از جمله کامپیوترها و خودپردازها تخریب و شیشههای بانک شکسته شد!!,choonkehghashange,130,https://telegram.me/choonkehghashange/13580,2026-01-05 13:11:12
1404-10-15 16:39:40,ایران تنها کشوریه که اگه برگرده به ۶۰ سال قبل انگار ۲۰۰ سال رفته جلو!,choonkehghashange,134,https://telegram.me/choonkehghashange/13579,2026-01-05 13:09:40
1404-10-15 16:31:40,دزدیدن زخمی ها از بیمارستان ایلام و زدنِ گاز اشک آور توی بیمارستان ، حتی واسه پفیوزترین دیکتاتورم قفل بود!!حالا خطاب به اونایی که میگن اگه اینا برن کی بجاشون بیاد، باید بگم، فقط خفه شو!,choonkehghashange,127,https://telegram.me/choonkehghashange/13578,2026-01-05 13:01:40
1404-10-15 16:26:45,جمهوری اسلامی به بیمارستان حمله کرده تا اونایی که تو خیابون نتونست بکشه رو تو بیمارستان بکشه! وطن پرست ۱۲ روزه که برای بیمارستانای غزه ناله میکردی امیدوارم به سرنوشتی دچار شی که آرزوی مرگ کنی ولی هرگز نمیری!!!!,choonkehghashange,144,https://telegram.me/choonkehghashange/13577,2026-01-05 12:56:45
1404-10-15 16:25:46,تو ویدیوی حمله وحوش مسلمان به مردم ایلام میبینیم که مردم میرن به اونکه تیر خورده کمک کنن، به اونایی که میان کمک کنن هم تیر میزنن...باورم نمیشه موجودی پستتر از اینا وجود داشته باشه!,choonkehghashange,147,https://telegram.me/choonkehghashange/13576,2026-01-05 12:55:46
1404-10-15 16:23:48,اونایی که برای دستگیری مادورو یهویی حامی حقوق بشر  شدن، برای حمله پلیس به بیمارستان خمینی ایلام چرا لال شدن!؟؟؟,choonkehghashange,139,https://telegram.me/choonkehghashange/13575,2026-01-05 12:53:48
1404-10-15 16:22:53,جمهوری اسلامی حکومتی است که نفت ایران را ٣٠٪ زیر قیمت جهانی به چین میفروشد اما اصرار دارد بنزین را به مردم ایران به قیمت جهانی بفروشد!,choonkehghashange,76,https://telegram.me/choonkehghashange/13574,2026-01-05 12:52:53
1404-10-15 16:21:53,باورتون میشه که ماموران سرکوب در ایلام به سمت بیمارستان گاز اشکآور شلیک کرده باشن؟ببینید چقدر پست و بیشرف و حقیرن این قماش!,choonkehghashange,75,https://telegram.me/choonkehghashange/13573,2026-01-05 12:51:53
1404-10-15 16:19:59,تا دیروز مینالیدن حقوق کارمندا رو نداریم بدیم، الان یهو پولدار شدن! ۴میلیون سبد کالا، ۱میلیون یارانه، ۴۰درصد افزایش حقوق، سود سهام عدالت رو هم میخوان بدن. خر خودتونید نه مردم ایران!,choonkehghashange,76,https://telegram.me/choonkehghashange/13572,2026-01-05 12:49:59
1404-10-15 16:19:14,,choonkehghashange,74,https://telegram.me/choonkehghashange/13571,2026-01-05 12:49:14
1404-10-15 16:18:55,🛑 الگوی مبارزاتی خرم آبادیها 🛑خط اول رو نگاه کنید، لیدرهای شجاعخط دوم جوانان و نوجوانان شیر دلسپس حمله همه جانبه بدون ترسو همگی به تنها سلاحشون یعنی سنگ مجهز هستنبه خوبی از قاتلان شناخت دارن به همین  خاطر کوچکترین رحمی نمیکنندکسی بیتفاوت نیست، حتی فیلمبردار هم درخط مقدم است.در کمتر از یک دقیقه خیابونو گرفتن و نیروهای جمهوری اسلامی فرار کردن!,choonkehghashange,76,https://telegram.me/choonkehghashange/13570,2026-01-05 12:48:55
1404-10-15 16:11:54,شجاعت در برابر مردم ایلام زانو میزند❤️صحنه ای که این غیور مرد هموطن ما دیشب در برابر اشغالگران شیعه رقم زد!,choonkehghashange,94,https://telegram.me/choonkehghashange/13569,2026-01-05 12:41:54
1404-10-15 15:57:08,"هشدار! از صبح امروز کمپین ""علی خامنه ای رهبر من نیست"" توسط جریان نزدیک به حسن روحانی شروع شده و همزمان صدها چهرهی اصلاحطلب به همراه هزاران حساب کاربری مشکوک درحال استوری و توییتِ شعار این کمپین هستند.در قدم نخست، هدف از این کمپین انحراف و جعل صدای مردم در رسانههای بینالمللی است تا بگویند: “مشکل مردم ایران با تمامیّت جمهوری اسلامی نیست و صرفاً مشکل با علی خامنهای و بخشی از ساختار نظام است”در قدم بعد، قصد دارند یک گزینه را به عنوان برگ آخر در صورت سقوط حاکمیت حفظ کنند تا از این طریق، بخش ناآگاه جامعه را با “اصلاحات بن سلمانی” به “حفظ ساختار جمهوری اسلامی” امیدوار کنند.مراقب باشید با شرکت در این نوع کمپینها، ناخواسته تبدیل به بازوی اصلاحطلبان نشوید!!",choonkehghashange,3848,https://telegram.me/choonkehghashange/13568,2026-01-05 12:27:08
1404-10-15 15:34:38,به بسیجیا برای سرکوب مردم، کارت هدیه 500 هزار تومنی دادن!,choonkehghashange,133,https://telegram.me/choonkehghashange/13567,2026-01-05 12:04:38
1404-10-15 13:16:45,تجربهی ۱۴۰۱:دو نوع خبر رو ترجیحاً اسکیپ کنیم. یک خبری که به شدت ما رو امیدوار میکنه (مثل هواپیمای فرار مسئولین)، و دوم خبری که به شدت ما رو ناامید میکنه (مثل این که بهمون القا کنند اعتراضها فروکش کرده). اجازه ندیم که در چرخهی معیوب نا امیدی و امید واهی اسیرمون کنند!!,choonkehghashange,172,https://telegram.me/choonkehghashange/13566,2026-01-05 09:46:45
1404-10-15 13:15:55,,choonkehghashange,88,https://telegram.me/choonkehghashange/13565,2026-01-05 09:45:55
